RPM,SPEED,THROTTLE_POS,MAF,COOLANT_TEMP,INTAKE_TEMP,O2_B1S1,ENGINE_LOAD,INTAKE_PRESSURE,O2_B1S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,segment_id
2732,96,41.96,19.42,98,9,0.11,27.06,91,0.205,3.125,3.906,11
2867,101,41.57,17.79,98,9,0.11,23.53,88,0.205,3.125,7.031,11
2893,102,35.69,11.37,99,10,0.745,14.51,69,0.155,-1.562,12.5,11
2905,102,36.08,11.95,99,10,0.745,15.29,74,0.155,-1.562,12.5,11
2855,101,27.45,4.43,99,10,0.745,5.882,27,0.155,0,19.53,11
2764,98,37.25,13.62,99,10,0.63,18.82,81,0.14,8.594,7.031,11
2833,100,41.18,17.58,99,10,0.63,23.53,88,0.14,-1.562,7.031,11
2858,101,41.18,17.43,99,10,0.63,22.75,88,0.14,-1.562,7.031,11
2735,96,42.35,20.38,97,10,0.785,28.24,93,0.71,-3.125,7.812,11
2654,94,26.67,3.99,97,10,0.785,5.49,25,0.71,-0.7812,22.66,11
2605,92,37.25,13.26,97,10,0.785,19.61,79,0.71,1.562,12.5,11
2654,94,41.96,18.38,97,10,0.755,26.67,92,0.73,-3.906,9.375,11
2789,98,42.35,21.28,97,10,0.755,29.02,91,0.73,-0.7812,3.906,11
2851,101,41.18,17.78,97,10,0.755,23.14,90,0.73,-1.562,7.031,11
2884,102,41.18,17.75,97,10,0.105,23.14,91,0.55,1.562,7.031,11
2922,103,41.57,17.86,97,10,0.105,22.75,92,0.55,-2.344,7.031,11
2932,103,41.18,17.92,97,10,0.105,22.75,88,0.55,-2.344,7.031,11
2724,96,26.67,4.11,97,10,0,5.49,25,0,0,19.53,11
2607,92,40,17.28,97,10,0,25.49,87,0,1.562,7.031,11
2677,94,40,16.94,97,10,0,24.31,87,0,-1.562,7.031,11
2738,97,40.39,17.27,97,10,0.705,23.92,90,0.675,-2.344,7.031,11
2786,98,40,16.49,97,10,0.705,22.35,88,0.675,3.906,7.031,11
2796,99,34.51,8.86,97,10,0.705,11.37,67,0.675,3.906,12.5,11
2596,91,37.25,13.66,97,10,0.07,20,79,0.58,3.906,7.031,11
2686,95,47.84,25.83,97,10,0.07,36.86,95,0.58,-2.344,3.906,11
2870,101,44.71,23.83,97,10,0.07,31.37,93,0.58,-4.688,1.562,11
2902,102,40.78,17.13,97,10,0.705,22.35,90,0.17,-3.906,8.594,11
2919,103,40.78,17.29,97,10,0.705,22.35,88,0.17,-3.906,8.594,11
2909,103,40.78,17.12,97,10,0.705,21.96,90,0.17,-3.906,8.594,11
2894,102,40.78,16.87,97,10,0.73,21.96,90,0.16,-2.344,8.594,11
2891,102,40.78,16.98,97,10,0.73,21.96,91,0.16,0,8.594,11
2872,101,40.78,17.22,97,10,0.73,22.75,88,0.16,-4.688,8.594,11
2904,102,42.75,19.19,98,10,0.065,24.71,92,0.4,3.906,1.562,11
2935,104,41.96,18.57,98,10,0.065,23.92,90,0.4,-4.688,8.594,11
2918,103,41.18,18.26,98,10,0.065,23.14,91,0.4,-3.125,4.688,11
2884,102,43.14,19.34,98,10,0.135,25.1,94,0.165,4.688,4.688,11
2855,101,43.14,19.94,98,10,0.135,26.67,90,0.165,4.688,2.344,11
2911,103,42.75,19.06,98,10,0.135,24.71,91,0.165,-3.125,3.906,11
3018,107,41.57,18.97,98,10,0.305,23.14,89,0.605,-6.25,1.562,11
3102,109,41.96,19.67,98,10,0.305,23.53,90,0.605,0.7812,-1.562,11
3032,107,39.22,15.41,98,10,0.305,18.82,88,0.605,3.906,6.25,11
3006,106,40,16.8,98,10,0.06,21.18,88,0.68,-1.562,5.469,11
3051,108,43.14,20.98,98,10,0.06,25.49,92,0.68,-3.125,-1.562,11
3101,109,42.35,20.75,98,10,0.06,24.71,91,0.68,0,-1.562,11
3123,110,41.18,19.21,98,10,0.705,22.35,88,0.155,-3.125,-1.562,11
3090,109,40.78,18.28,98,10,0.705,21.57,87,0.155,-3.125,-1.562,11
3001,106,40.39,17.19,98,10,0.705,21.18,88,0.155,-3.125,4.688,11
2886,102,41.18,17.55,98,10,0.59,22.75,90,0.145,0.7812,3.906,11
2946,104,45.49,22.52,98,10,0.59,28.63,95,0.145,-3.125,-0.7812,11
3050,108,40.78,18.15,98,10,0.59,22.35,88,0.145,0.7812,-1.562,11
3017,107,40.78,17.8,98,10,0.22,21.96,87,0.145,-3.906,-1.562,11
2970,105,40.39,17.41,98,10,0.22,21.96,89,0.145,-3.125,-1.562,11
2918,103,41.96,18.56,98,10,0.22,23.53,90,0.145,3.906,3.125,11
2918,103,42.75,18.77,98,10,0.1,24.31,93,0.19,3.906,3.906,11
2876,101,42.75,18.39,98,10,0.1,23.92,92,0.19,-0.7812,4.688,11
2921,103,45.49,24.43,98,10,0.1,31.37,94,0.19,-3.125,-1.562,11
2904,102,43.92,22.53,98,10,0.745,29.02,91,0.46,-4.688,0.7812,11
2921,103,42.75,21.04,98,10,0.745,27.06,91,0.46,-4.688,0.7812,11
2910,103,46.27,23.78,98,10,0.745,30.59,95,0.46,-5.469,0.7812,11
2926,103,42.75,20.57,98,10,0.205,26.27,89,0.155,0.7812,0.7812,11
2884,102,44.71,23.7,98,10,0.205,30.98,94,0.155,-3.125,0.7812,11
2970,105,45.88,25.57,98,10,0.205,32.16,94,0.155,-0.7812,0.7812,11
3055,108,42.35,19.94,98,10,0.73,24.31,88,0.17,-3.906,0,11
3098,109,42.35,19.89,98,10,0.73,23.92,91,0.17,-5.469,0,11
3061,108,41.96,19.45,98,10,0.73,23.92,90,0.17,1.562,0,11
3036,107,41.96,19.55,98,10,0.7,23.92,92,0.16,1.562,0,11
3007,106,41.96,19.04,98,10,0.7,23.53,90,0.16,-3.906,0,11
2961,104,41.57,18.99,98,10,0.7,23.92,91,0.16,-2.344,0,11
2935,103,42.75,19.98,98,10,0.71,25.49,92,0.17,-3.906,0,11
2932,103,41.57,18.74,98,10,0.71,23.92,91,0.17,-2.344,0,11
2897,102,42.35,19.08,98,10,0.71,24.71,90,0.17,5.469,5.469,11
2839,100,38.82,14.87,98,10,0.745,20,86,0.14,1.562,7.031,11
2819,99,41.96,19.29,98,10,0.745,25.88,89,0.14,4.688,0,11
2847,100,43.14,19.13,98,10,0.745,25.49,91,0.14,3.125,2.344,11
2893,102,33.73,9.13,98,10,0.185,11.76,57,0.2,-1.562,11.72,11
2836,98,31.37,6.6,98,10,0.185,9.412,31,0.2,29.69,20.31,11
2850,101,40,16.46,98,10,0.185,21.57,89,0.2,-1.562,7.812,11
2920,103,41.18,17.25,98,10,0.535,21.96,89,0.31,1.562,7.812,11
2993,106,39.22,15.4,98,10,0.535,19.22,85,0.31,-1.562,5.469,11
2960,105,40.39,16.97,98,10,0.535,21.18,88,0.31,-5.469,5.469,11
2998,106,40,17.12,97,10,0.565,21.18,89,0.695,-7.031,4.688,11
3007,106,40.78,16.86,97,10,0.565,21.18,91,0.695,-2.344,5.469,11
2969,105,40,16.39,97,10,0.565,20.39,90,0.695,-2.344,5.469,11
2916,103,36.86,12.66,97,10,0.19,16.47,78,0.145,4.688,11.72,11
2837,100,42.35,18.3,97,10,0.19,24.71,93,0.145,-3.125,6.25,11
2854,101,42.75,19.11,97,10,0.19,25.49,92,0.145,7.812,3.125,11
2912,103,43.14,19.72,97,10,0.625,25.1,89,0.715,-2.344,3.906,11
2910,103,38.82,14.91,97,10,0.625,19.22,86,0.715,4.688,6.25,11
2858,101,39.22,15.18,97,10,0.625,20,88,0.715,0,7.031,11
2834,100,40.78,17.29,97,10,0.18,22.75,88,0.285,-2.344,7.031,11
2811,99,40.39,16.53,97,10,0.18,22.35,87,0.285,-1.562,7.031,11
2780,98,41.18,17.49,97,10,0.18,23.53,91,0.285,2.344,7.031,11
2754,97,35.29,10.85,97,10,0.095,14.9,68,0.235,3.906,11.72,11
2653,94,35.69,11.31,97,10,0.095,16.47,71,0.235,-1.562,13.28,11
2715,96,38.04,14.33,97,10,0.095,20,84,0.235,5.469,7.031,11
2811,99,40.78,17.1,97,10,0.51,23.14,85,0.72,5.469,5.469,11
2769,98,39.61,15.95,97,10,0.51,21.96,85,0.72,-2.344,7.812,11
2782,98,39.61,16.02,97,10,0.51,21.96,88,0.72,2.344,7.812,11
2769,97,36.08,13.73,97,10,0.885,19.22,51,0.165,-5.469,16.41,11
2824,100,41.18,17.63,97,10,0.885,23.53,91,0.165,2.344,8.594,11
2867,101,34.9,10.06,97,10,0.885,13.33,67,0.165,3.906,10.94,11
2829,100,36.08,11.84,97,10,0.695,15.69,71,0.36,-3.125,13.28,11
2841,100,40.78,17.33,97,10,0.695,22.75,88,0.36,2.344,7.812,11
2910,103,39.61,15.78,97,10,0.695,20.39,86,0.36,2.344,7.812,11
2876,102,39.22,15.46,97,10,0.7,20.39,87,0.33,2.344,7.812,11
2946,104,32.94,7.62,97,10,0.7,8.235,65,0.33,-2.344,10.16,11
2693,95,27.06,4.07,97,11,0.7,5.49,26,0.33,0,19.53,11
2498,88,40,17.76,97,10,0.71,27.45,85,0.68,-2.344,7.812,11
2641,93,39.22,16.12,97,10,0.71,23.53,86,0.68,0.7812,7.812,11
2700,95,34.9,10.03,97,10,0.71,14.12,63,0.68,4.688,13.28,11
2733,96,41.18,18.25,96,10,0.725,25.1,90,0.755,-3.125,9.375,11
2786,98,41.57,17.85,96,10,0.725,24.31,89,0.755,0.7812,9.375,11
2842,100,41.96,18.91,96,10,0.725,25.1,91,0.755,2.344,3.125,11
2867,101,41.57,18.88,96,10,0.12,24.71,91,0.675,5.469,3.906,11
2911,103,42.35,18.48,96,10,0.12,23.92,92,0.675,0,9.375,11
2888,102,36.47,12.22,96,10,0.12,16.08,75,0.675,-3.125,10.94,11
2730,96,38.82,15.23,98,10,0.055,21.18,85,0.145,-3.125,10.94,11
2718,96,36.08,11.83,98,10,0.055,16.47,74,0.145,1.562,13.28,11
2736,97,38.04,14.07,98,10,0.055,19.61,83,0.145,-1.562,9.375,11
2722,96,41.18,16.97,98,10,0.8,23.92,92,0.3,-1.562,9.375,11
2764,97,40,16.23,98,10,0.8,22.35,87,0.3,-3.906,9.375,11
2801,99,40,16.42,98,10,0.8,21.96,89,0.3,0.7812,9.375,11
2795,99,37.65,13.96,97,10,0.22,18.82,82,0.18,-1.562,9.375,11
2766,98,38.04,13.99,97,10,0.22,19.22,82,0.18,-2.344,9.375,11
2726,96,38.04,13.66,97,10,0.22,18.82,80,0.18,3.906,9.375,11
2750,97,41.18,17.77,97,10,0.34,24.71,88,0.705,-5.469,9.375,11
2760,97,37.65,13.62,97,10,0.34,18.82,80,0.705,3.906,9.375,11
2766,97,41.18,17.78,97,10,0.34,25.1,94,0.705,-2.344,9.375,11
2800,99,40.78,16.99,98,10,0.72,23.14,88,0.65,-3.906,9.375,11
2827,100,39.22,15.14,98,10,0.72,20.39,85,0.65,1.562,9.375,11
2812,99,39.22,14.91,98,10,0.72,20,84,0.65,-3.125,9.375,11
2810,99,39.22,15,98,10,0.555,20,84,0.2,-3.125,9.375,11
2661,93,26.67,4.01,98,11,0.555,5.49,25,0.2,4.688,19.53,11
2600,92,38.04,14.2,98,10,0.555,20.78,80,0.2,2.344,9.375,11
2594,91,49.02,24.55,98,10,0.695,36.47,95,0.665,-7.812,7.031,11
2629,93,41.18,17.86,98,10,0.695,25.88,88,0.665,-0.7812,8.594,11
2682,95,40,16.78,98,10,0.695,23.53,89,0.665,0.7812,8.594,11
2754,97,40.78,17.23,98,10,0.67,23.92,89,0.195,1.562,8.594,11
2841,100,41.18,17.28,98,10,0.67,23.14,89,0.195,-3.906,8.594,11
2818,99,33.73,8.69,98,10,0.67,11.37,55,0.195,4.688,14.84,11
2744,97,40.39,20.07,98,10,0.1,27.84,88,0.68,-0.7812,10.94,11
2812,99,40,16.18,98,10,0.1,21.96,88,0.68,-2.344,8.594,11
2856,101,38.82,14.47,98,10,0.1,19.22,83,0.68,-1.562,8.594,11
2820,99,37.25,13.41,98,10,0.76,18.04,79,0.255,-3.906,13.28,11
2794,98,40,16.31,98,10,0.76,22.35,89,0.255,1.562,8.594,11
2821,99,40,16.28,98,10,0.76,21.96,86,0.255,1.562,8.594,11
2837,100,39.61,15.79,97,10,0.72,20.78,85,0.155,-2.344,8.594,11
2813,99,36.47,12.4,97,10,0.72,16.47,75,0.155,0.7812,13.28,11
2764,98,36.86,12.54,97,10,0.72,17.25,75,0.155,-4.688,13.28,11
2747,97,37.65,13.82,97,10,0.08,19.22,80,0.19,1.562,8.594,11
2799,99,40.39,16.92,97,10,0.08,23.14,89,0.19,1.562,8.594,11
2846,100,34.51,9.7,97,10,0.08,12.94,65,0.19,2.344,11.72,11
2844,100,38.82,14.93,98,10,0.145,20,84,0.205,1.562,8.594,11
2872,101,39.22,14.79,98,10,0.145,19.22,84,0.205,1.562,8.594,11
2742,96,34.51,10.08,98,11,0.145,14.12,54,0.205,-4.688,15.62,11
2712,96,32.94,8.3,98,11,0.1,11.76,50,0.625,1.562,14.06,11
2115,75,35.69,11.99,98,11,0.1,23.14,65,0.625,29.69,17.19,11
2242,79,36.08,11.73,98,11,0.1,20.78,73,0.625,0.7812,12.5,11
2305,81,36.47,12.23,97,10,0.69,21.18,73,0.725,-3.125,12.5,11
2371,84,36.08,12.09,97,10,0.69,20,72,0.725,1.562,12.5,11
2396,85,36.08,12.37,97,10,0.69,20,71,0.725,1.562,12.5,11
2381,84,36.08,12.28,97,10,0.73,20.39,72,0.715,-2.344,12.5,11
2353,83,33.73,8.82,97,10,0.73,14.51,62,0.715,1.562,12.5,11
2257,80,34.51,9.37,97,11,0.73,16.47,67,0.715,-1.562,13.28,11
2235,79,34.9,9.92,98,11,0.085,17.65,70,0.685,2.344,13.28,11
2329,82,40.78,16.91,98,10,0.085,28.63,89,0.685,0.7812,8.594,11
2472,87,38.43,15.52,98,10,0.085,24.71,80,0.685,-1.562,8.594,11
2559,90,38.04,14.87,98,10,0.115,22.35,79,0.66,2.344,8.594,11
2572,91,36.47,12.27,98,10,0.115,18.43,73,0.66,1.562,12.5,11
2628,93,36.86,12.85,98,10,0.115,18.82,78,0.66,-3.125,12.5,11
2609,92,30.2,5.96,98,10,0.77,8.627,44,0.665,-1.562,13.28,11
2570,91,35.29,10.78,98,10,0.77,16.08,66,0.665,-1.562,12.5,11
2559,90,35.29,10.66,98,10,0.77,16.08,67,0.665,2.344,12.5,11
2536,89,35.29,10.79,98,10,0.17,16.08,67,0.7,3.125,12.5,11
2500,88,35.29,10.88,98,10,0.17,16.86,68,0.7,2.344,12.5,11
2414,85,34.51,10.04,98,10,0.17,16.08,66,0.7,-1.562,13.28,11
2111,74,24.71,3.09,98,11,0,5.882,26,0,0,19.53,11
2292,65,25.1,3.34,98,11,0,5.49,25,0,0,19.53,11
1831,52,23.53,2.69,98,11,0,5.882,27,0,0,19.53,11
1742,50,20.39,1.73,98,11,0.18,3.922,35,0.795,0,17.97,11
1378,40,23.92,2.88,98,11,0.18,8.627,35,0.795,-2.344,17.19,11
879,3,21.57,2.06,98,11,0.18,8.235,51,0.795,11.72,20.31,11
766,0,19.22,1.49,96,11,0.04,6.275,55,0.04,10.16,22.66,11
709.8,0,18.43,1.19,96,11,0.04,5.098,48,0.04,16.41,28.91,11
632.8,0,22.35,2.23,96,11,0.04,10.2,64,0.04,29.69,32.03,11
1130,4,34.12,5.38,96,11,0.065,18.43,90,0.115,25,25,11
1869,25,38.04,11.26,96,11,0.065,24.31,89,0.115,-3.125,11.72,11
1902,40,40.39,13.46,96,11,0.065,27.84,93,0.115,-4.688,11.72,11
2083,58,51.76,19.86,98,11,0.88,40,100,0.885,-5.469,10.94,11
2455,69,37.25,13.82,98,11,0.88,22.35,74,0.885,4.688,8.594,11
2463,70,33.33,8.47,98,11,0.88,13.33,55,0.885,0.7812,14.06,11
2447,69,30.59,6.48,98,11,0.82,10.2,45,0.745,-8.594,25.78,11
2509,71,34.9,10.21,98,11,0.82,15.69,67,0.745,0.7812,11.72,11
2430,69,30.98,6.6,98,11,0.82,10.59,46,0.745,-12.5,25,11
2475,70,25.88,3.81,98,11,0,5.882,26,0.025,0,19.53,11
2186,62,24.71,3.21,98,11,0,5.882,26,0.025,0,19.53,11
1620,52,22.75,2.83,98,11,0,6.667,37,0.025,29.69,19.53,11
980.2,14,21.96,2.15,98,11,0.815,8.235,46,0.125,-6.25,17.97,11
2017,13,35.29,9.98,98,11,0.815,20,75,0.125,-6.25,17.19,11
2022,27,35.69,10.04,98,11,0.815,20,77,0.125,1.562,12.5,11
1999,27,23.53,2.64,97,11,0,5.49,25,0,0,19.53,11
2206,30,40.39,16.42,97,11,0,29.41,88,0,-3.125,9.375,11
2092,42,40.78,16.06,97,11,0,30.59,90,0,-6.25,8.594,11
2027,54,22.75,2.45,97,11,0,5.098,25,0,0,18.75,11
2090,59,32.55,7.39,97,11,0,13.73,67,0,0.7812,11.72,11
2024,58,23.14,2.47,97,11,0,4.706,25,0,0,19.53,11
1417,39,22.35,2.43,97,11,0.145,6.275,34,0.1,0.7812,17.19,11
2341,31,38.04,13.86,97,11,0.145,23.53,81,0.1,3.125,8.594,11
1805,36,34.9,9.45,97,11,0.145,21.18,74,0.1,-0.7812,13.28,11
2179,44,32.94,8.03,97,11,0.725,14.51,59,0.235,6.25,14.06,11
2334,47,31.76,7.26,97,11,0.725,12.16,49,0.235,3.125,15.62,11
2278,46,25.1,3.33,97,11,0.725,5.882,27,0.235,2.344,24.22,11
2338,47,32.16,7.32,97,11,0.725,12.16,55,0.79,-0.7812,15.62,11
2327,47,30.98,6.7,97,11,0.725,11.37,46,0.79,7.031,15.62,11
2410,49,30.59,6.29,97,11,0.725,10.2,46,0.79,-8.594,25,11
2468,50,30.98,6.76,97,11,0.085,10.59,47,0.77,-3.125,21.88,11
2312,47,23.92,2.95,97,11,0.085,5.098,24,0.77,0,20.31,11
1242,24,23.53,2.71,97,11,0.085,8.627,35,0.77,-0.7812,17.19,11
1704,23,34.12,8,96,11,0.065,19.22,77,0.16,-3.906,14.84,11
1944,26,23.53,2.65,96,11,0.065,5.49,26,0.16,10.16,21.88,11
1584,21,34.12,9.3,96,11,0.065,23.92,61,0.16,-3.125,19.53,11
1987,27,25.49,3.52,96,11,0.045,7.059,29,0.75,3.125,21.88,11
1988,27,25.49,3.4,96,11,0.045,6.667,28,0.75,14.06,22.66,11
2234,30,29.02,5.15,96,11,0.045,9.02,43,0.75,2.344,23.44,11
2283,32,23.14,2.49,96,11,0.03,4.314,27,0.67,0,20.31,11
1245,21,23.14,2.62,96,11,0.03,8.627,35,0.67,0,17.19,11
1456,19,24.31,3.1,96,11,0.03,8.627,31,0.67,-10.16,17.19,11
1438,20,18.43,1.27,96,11,0.82,3.529,29,0.155,-10.94,17.19,11
953.8,11,22.75,2.48,96,11,0.82,9.02,54,0.155,4.688,14.84,11
805.2,5,21.18,1.94,96,11,0.82,8.235,52,0.155,11.72,14.84,11
663,0,19.61,1.51,98,11,0.035,6.667,57,0.03,10.16,29.69,11
700.2,0,16.86,1.03,98,12,0.035,4.314,43,0.03,15.62,29.69,11
709,0,17.25,1.07,98,12,0.035,4.706,44,0.03,22.66,29.69,11
710,0,17.65,1.08,98,12,0.03,4.706,44,0.025,28.91,29.69,11
648.8,0,15.69,0.94,98,12,0.03,4.314,38,0.025,40.62,32.81,11
695.2,0,15.69,0.94,98,12,0.03,3.922,37,0.025,42.97,32.81,11
683.8,0,15.69,0.94,100,12,0.065,4.314,38,0.065,39.84,32.81,11
676.8,0,15.69,0.94,100,13,0.065,4.314,39,0.065,39.06,32.81,11
1748,3,16.86,1.06,100,12,0.065,2.353,36,0.065,0,28.12,11
648.2,0,17.25,1,100,12,0.785,4.706,43,0.775,-10.94,32.81,11
651,0,16.08,0.96,100,13,0.785,4.314,41,0.775,-0.7812,30.47,11
819.5,0,21.96,2.08,16,11,0.055,8.627,51,1.275,13.28,19.53,11
830.5,0,21.57,2.06,16,11,0.055,8.627,49,1.275,16.41,19.53,11
817.8,0,21.57,1.97,16,11,0.055,8.235,50,1.275,18.75,19.53,11
824.2,0,21.18,1.9,16,11,0.05,7.843,49,1.26,21.88,19.53,11
1035,0,23.92,2.41,16,11,0.05,8.627,68,1.26,14.84,19.53,11
1567,11,24.31,3.1,16,11,0.05,8.235,42,1.26,7.812,19.53,11
1744,16,28.24,4.67,22,11,0.82,10.98,43,1.275,0,19.53,11
1103,15,29.02,5.07,22,11,0.82,17.65,59,1.275,-7.031,19.53,11
1127,15,23.92,2.74,22,11,0.82,9.412,42,1.275,1.562,19.53,11
836,0,23.53,2.57,22,11,0.04,10.59,58,1.22,9.375,19.53,11
1872,5,34.9,9.59,22,11,0.04,21.18,71,1.22,7.031,15.62,11
1986,27,34.9,9.74,22,11,0.04,19.61,67,1.22,-21.88,6.25,11
1660,33,25.49,3.65,27,11,0.795,9.02,53,1.27,-10.94,17.19,11
1833,37,33.33,8.34,27,11,0.795,18.43,63,1.27,-17.19,14.84,11
1918,39,23.53,2.64,27,11,0.795,5.49,27,1.27,0,19.53,11
842.2,0,23.14,2.46,27,11,0.795,10.2,54,1.275,-11.72,19.53,11
1857,19,20,1.69,27,11,0.795,7.059,32,1.275,1.562,17.97,11
1451,20,18.82,1.36,27,11,0.795,3.529,25,1.275,-12.5,19.53,11
927,8,23.53,2.6,35,11,0.715,10.2,50,1.275,-12.5,19.53,11
658.2,0,21.96,2.02,35,11,0.715,9.02,55,1.275,0,19.53,11
675,0,21.96,2.06,35,11,0.715,9.412,61,1.275,2.344,19.53,11
1614,11,24.31,3.04,35,11,0.055,7.843,40,1.235,10.16,19.53,11
1981,14,39.22,14.84,35,11,0.055,29.8,87,1.235,-19.53,9.375,11
2732,37,41.96,22.53,35,11,0.055,30.98,86,1.235,-15.62,-0.7812,11
2493,50,35.69,12.17,41,11,0.05,18.82,65,1.275,-5.469,8.594,11
2428,49,25.1,3.25,41,11,0.05,5.098,24,1.275,0,19.53,11
2028,41,33.73,8.5,41,11,0.05,16.86,68,1.275,-10.94,14.84,11
2165,44,31.37,6.87,41,11,0.085,12.55,52,1.275,-2.344,14.84,11
2195,44,35.69,12.16,41,11,0.085,21.96,59,1.275,-3.125,17.19,11
2400,49,32.16,7.56,41,11,0.085,12.16,50,1.275,-8.594,14.84,11
2450,49,32.94,8.15,48,11,0.14,12.94,51,1.275,-3.906,14.84,11
2022,41,23.92,2.8,48,11,0.14,5.49,25,1.275,0.7812,19.53,11
1160,28,23.92,2.85,48,11,0.14,9.412,41,1.275,-7.812,19.53,11
592,0,22.35,1.85,48,12,0.055,9.412,55,1.275,9.375,19.53,11
671,0,19.61,1.4,48,12,0.055,6.275,54,1.275,11.72,19.53,11
670.2,0,20,1.6,48,12,0.055,7.059,57,1.275,14.84,19.53,11
658.2,0,20.78,1.71,54,12,0.025,7.843,57,1.275,17.97,19.53,11
1509,20,34.51,10.96,54,11,0.025,27.84,61,1.275,3.125,17.97,11
2462,33,38.43,16.21,54,11,0.025,26.27,81,1.275,-4.688,8.594,11
2571,52,44.71,25.21,54,11,0.72,38.04,91,1.275,-5.469,-0.7812,11
2028,57,27.45,4.24,54,11,0.72,8.235,35,1.275,-15.62,18.75,11
1900,54,21.57,2.09,54,11,0.72,4.314,24,1.275,-8.594,19.53,11
1597,45,21.57,2.09,58,11,0,5.49,27,0.955,0,19.53,11
901.2,6,21.57,2.01,58,11,0,7.843,49,0.955,12.5,19.53,11
641,0,19.22,1.37,58,12,0,6.275,52,0.955,17.19,23.44,11
690.5,0,19.22,1.36,58,12,0.03,6.275,52,0.815,20.31,29.69,11
671.2,0,19.22,1.34,58,12,0.03,5.882,52,0.815,23.44,29.69,11
1182,0,30.2,5.68,58,11,0.03,18.43,65,0.815,29.69,23.44,11
1736,23,36.47,11.19,63,11,0.045,26.27,80,0.9,-13.28,7.812,11
1889,26,23.92,2.73,63,11,0.045,5.882,26,0.9,0,19.53,11
1278,17,23.53,2.64,63,12,0.045,8.627,37,0.9,0.7812,20.31,11
662.5,0,20.39,1.61,63,12,0.075,7.451,56,0.755,9.375,29.69,11
671.5,0,19.22,1.33,63,12,0.075,5.882,51,0.755,17.19,29.69,11
658.8,0,19.22,1.38,63,12,0.075,6.275,51,0.755,20.31,29.69,11
656.2,0,19.22,1.35,66,12,0.03,6.275,51,0.65,23.44,29.69,11
669,0,18.82,1.31,66,12,0.03,5.882,50,0.65,25.78,29.69,11
693.2,0,18.82,1.28,66,12,0.03,5.49,49,0.65,28.91,29.69,11
680,0,18.82,1.24,66,12,0.03,5.49,49,0.695,32.03,29.69,11
687.8,0,18.43,1.2,66,12,0.03,5.49,49,0.695,35.16,29.69,11
677.5,0,18.43,1.17,66,12,0.03,5.098,48,0.695,38.28,29.69,11
661.8,0,18.82,1.22,67,13,0.035,5.49,50,0.735,40.62,29.69,11
1412,5,23.92,2.91,67,12,0.035,9.02,40,0.735,36.72,24.22,11
1936,26,35.69,10.13,67,12,0.035,21.18,77,0.735,-10.94,14.84,11
2796,38,40.39,18.08,67,12,0.775,24.31,86,1.055,-8.594,6.25,11
2529,51,40,17.8,67,11,0.775,27.45,83,1.055,-3.125,2.344,11
2572,52,33.73,9.02,67,12,0.775,13.73,56,1.055,1.562,10.16,11
2629,53,34.12,9.6,68,12,0.365,14.12,58,0.655,6.25,9.375,11
2363,55,23.92,2.84,68,12,0.365,4.706,30,0.655,0,21.09,11
1944,55,29.8,5.24,68,12,0.365,10.98,64,0.655,-3.125,11.72,11
1798,51,22.75,2.52,68,12,0.01,5.49,26,0.805,0,23.44,11
1532,46,24.71,3.25,68,12,0.01,8.627,36,0.805,-1.562,23.44,11
2397,49,34.51,9.22,68,12,0.01,14.9,64,0.805,0,10.94,11
2400,49,26.67,3.96,74,12,0.56,6.275,27,0.81,-2.344,24.22,11
1338,27,22.75,2.44,74,12,0.56,7.451,32,0.81,-3.125,23.44,11
1025,18,23.14,2.54,74,12,0.56,9.412,44,0.81,1.562,21.09,11
1268,17,29.41,4.87,74,12,0.095,15.29,72,0.77,-0.7812,24.22,11
888.2,9,22.35,2.23,74,12,0.095,9.02,51,0.77,13.28,21.88,11
977.2,11,21.96,2.14,74,12,0.095,8.235,48,0.77,17.97,26.56,11
988.5,0,27.84,3.38,78,12,0.035,11.37,77,0.035,11.72,25.78,11
1294,8,23.14,2.46,78,12,0.035,7.451,35,0.035,-3.906,28.91,11
1703,11,21.96,2.19,78,12,0.035,5.098,27,0.035,-7.031,28.12,11
968.8,10,22.35,2.22,78,12,0.055,8.235,49,0.8,-8.594,23.44,11
1112,15,26.27,3.77,78,12,0.055,13.33,52,0.8,4.688,23.44,11
1862,25,27.45,4.4,78,12,0.055,9.412,40,0.8,-0.7812,22.66,11
1886,26,24.71,3.09,80,12,0.875,6.667,34,0.1,-2.344,22.66,11
1843,25,30.98,6.28,80,12,0.875,13.73,52,0.1,0,23.44,11
2351,32,37.25,14.19,80,12,0.875,23.53,74,0.1,-3.906,6.25,11
2170,44,34.9,9.79,80,12,0.085,18.04,67,0.815,0.7812,10.16,11
2148,43,28.24,5,80,12,0.085,9.412,40,0.815,4.688,21.88,11
2015,41,23.92,2.78,80,12,0.085,5.49,25,0.815,8.594,21.88,11
2104,42,23.92,2.88,83,12,0,5.49,25,0.05,29.69,23.44,11
2117,43,23.92,2.92,83,12,0,5.49,25,0.05,0,23.44,11
1936,39,23.92,2.71,83,12,0,5.49,26,0.05,0,23.44,11
1268,31,23.53,2.62,83,12,0.04,8.235,36,0.025,-2.344,23.44,11
1337,18,52.16,13.59,83,12,0.04,41.18,100,0.025,-10.94,12.5,11
2837,39,40.39,18.13,83,11,0.04,23.92,87,0.025,-1.562,4.688,11
1818,37,23.14,2.46,84,12,0.845,5.49,27,0.82,-7.812,20.31,11
